heifer_101	heifer_103	heifer_107	heifer_108	heifer_111	heifer_113	heifer_114	heifer_115	heifer_116	heifer_117	heifer_119	heifer_120	heifer_121	heifer_92.	heifer_93.	heifer_94.	heifer_97.	heifer_99.
ENSBTAG00000010793	0	3	10	0	0	1	0	2	10	1	1	1	5	0	4	3	6	0
ENSBTAG00000040144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSBTAG00000006534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005723	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
ENSBTAG00000000242	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSBTAG00000013909	0	1	0	0	0	2	0	4	2	0	0	0	0	0	0	0	0	0
ENSBTAG00000050116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000013920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000049524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000013937	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	2	0
ENSBTAG00000013292	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000052710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000021000	0	3	0	8	3	2	3	0	0	1	2	4	0	9	5	3	4	6
ENSBTAG00000007784	0	2	4	0	2	0	0	0	0	0	2	0	0	0	1	0	0	1
ENSBTAG00000002703	1	2	0	0	0	0	0	1	0	0	0	0	5	7	7	0	2	0
ENSBTAG00000004971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000044668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000004974	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000004975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSBTAG00000004977	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	4
ENSBTAG00000002132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000050260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000011921	0	1	1	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0
ENSBTAG00000011928	4	1	2	0	3	0	0	0	0	6	0	0	4	0	0	1	0	0
ENSBTAG00000047946	0	0	0	0	2	0	0	1	0	0	1	0	0	0	1	0	0	0
ENSBTAG00000006451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000049208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000049383	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000044343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000045517	1	1	0	1	1	1	0	0	3	3	1	0	1	0	5	0	2	3
ENSBTAG00000048452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000048985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000048715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000055075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000049072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000045704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000054494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000014157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000009014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001390	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSBTAG00000000210	0	0	1	0	4	0	1	0	1	0	0	0	0	1	2	0	0	0
ENSBTAG00000000213	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSBTAG00000008562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSBTAG00000012581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000018059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000009391	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSBTAG00000005604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002182	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSBTAG00000001293	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ENSBTAG00000044376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000053648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000019557	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSBTAG00000048057	0	1	1	0	3	2	1	0	0	0	0	0	0	0	5	0	0	4
ENSBTAG00000055108	6541	8322	4487	5945	9794	1432	3276	5178	903	8593	5395	656	1042	9641	16177	5141	3840	2908
ENSBTAG00000001464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000033170	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSBTAG00000022155	0	2	13	0	0	1	1	2	0	3	2	0	3	2	1	3	5	5
ENSBTAG00000048370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000015892	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000015895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSBTAG00000015898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000016848	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSBTAG00000045436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000052248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000014508	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001009	1	3	6	0	0	0	0	4	5	6	6	2	0	4	3	1	1	0
ENSBTAG00000008862	1	2	4	0	0	0	0	0	3	1	0	0	1	0	11	3	0	1
ENSBTAG00000013069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000013070	0	0	0	0	0	0	0	0	11	0	0	0	0	0	3	0	0	0
ENSBTAG00000033166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000004705	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
ENSBTAG00000013118	1	0	0	0	4	0	1	5	0	0	1	0	0	1	0	0	0	0
ENSBTAG00000003865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000045101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000014133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000010688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000054520	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSBTAG00000011140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSBTAG00000054326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000011143	0	0	5	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0
ENSBTAG00000051987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000021791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSBTAG00000009933	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSBTAG00000016656	0	0	3	3	0	0	0	0	10	1	4	0	2	3	7	0	3	1
ENSBTAG00000005066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005071	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
ENSBTAG00000018765	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ENSBTAG00000053611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000018877	0	0	0	2	0	0	0	0	0	0	0	0	0	4	6	0	0	0
ENSBTAG00000014797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSBTAG00000018777	0	0	0	0	0	0	1	1	0	0	0	0	0	0	4	0	0	0
ENSBTAG00000044318	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSBTAG00000023607	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000023608	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0
ENSBTAG00000014567	3	1	9	0	0	0	2	1	0	8	0	4	1	1	7	5	5	1
ENSBTAG00000054441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000566	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSBTAG00000006947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000044700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002640	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ENSBTAG00000053238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSBTAG00000013727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSBTAG00000013755	0	0	0	4	3	0	4	6	0	1	2	0	0	0	15	1	5	5
ENSBTAG00000010382	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	2	1	0
ENSBTAG00000048794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000021396	0	7	6	0	0	1	1	3	0	2	5	0	4	1	4	1	6	0
ENSBTAG00000000496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000050482	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSBTAG00000011383	0	0	1	0	0	0	1	1	0	0	0	0	1	2	3	0	0	7
ENSBTAG00000006471	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000003383	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSBTAG00000044172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSBTAG00000045455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000014208	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
ENSBTAG00000018025	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSBTAG00000032839	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
ENSBTAG00000042610	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSBTAG00000054586	1	0	1	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0
ENSBTAG00000014874	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSBTAG00000001890	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
ENSBTAG00000032819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000014721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSBTAG00000021364	1	0	2	1	2	1	1	2	0	6	0	0	0	4	0	0	0	0
ENSBTAG00000049459	0	7	0	1	0	0	0	4	0	0	1	0	1	0	0	0	0	0
ENSBTAG00000032719	2	9	2	5	2	0	3	2	0	7	0	0	0	12	13	2	8	1
ENSBTAG00000021515	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
ENSBTAG00000012347	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000016979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSBTAG00000032684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSBTAG00000007577	1	0	1	0	1	0	0	0	1	0	4	0	0	0	1	0	0	0
ENSBTAG00000013317	0	0	0	0	0	0	1	3	0	0	1	0	0	3	5	0	0	0
ENSBTAG00000013319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000014660	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ENSBTAG00000006388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000009614	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0
ENSBTAG00000013192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000049165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000048195	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSBTAG00000047856	1	0	4	5	0	1	0	2	0	13	2	4	0	1	25	0	1	4
ENSBTAG00000032674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSBTAG00000008873	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSBTAG00000048390	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000011659	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002998	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000020378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000045354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000051739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000048826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000053541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000048225	1	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	1
ENSBTAG00000000448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000052232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000023600	0	0	5	2	5	2	1	2	0	0	0	0	0	0	0	0	2	0
ENSBTAG00000050331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000006724	0	0	3	3	1	0	2	0	0	9	0	4	0	1	24	4	0	12
ENSBTAG00000003378	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ENSBTAG00000036946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000054986	0	0	0	0	0	0	0	0	0	5	0	0	0	4	5	0	0	0
ENSBTAG00000014564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000008462	0	0	0	0	0	0	1	0	0	3	0	2	7	2	0	0	0	0
ENSBTAG00000008461	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000045117	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000013204	0	0	3	3	3	1	0	2	0	8	0	0	3	3	15	4	5	0
ENSBTAG00000013203	0	0	0	2	0	0	1	0	0	0	0	0	0	3	9	0	0	4
ENSBTAG00000038600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000032656	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSBTAG00000048497	2	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0
ENSBTAG00000000569	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000019514	0	0	0	2	0	0	0	1	0	0	0	0	2	0	1	0	2	1
ENSBTAG00000016305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSBTAG00000054354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000018657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000035844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000053503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000055130	1	0	10	2	0	5	2	0	0	5	0	0	1	2	21	0	4	0
ENSBTAG00000012413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000054301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000006945	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0
ENSBTAG00000044148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000018703	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
ENSBTAG00000050537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000051592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000006813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000013205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000013456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000006494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000013148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000021025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ENSBTAG00000015460	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000053900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000032538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000044001	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000036372	5506	3099	4545	2206	4752	859	1432	2863	1872	4783	3239	1529	1831	9068	10564	2285	2037	1944
ENSBTAG00000049984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000055241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001511	0	0	0	0	0	2	0	0	6	10	0	0	0	0	0	0	0	0
ENSBTAG00000003179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000017312	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000032265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000012467	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ENSBTAG00000012706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000010357	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0
ENSBTAG00000045003	5	3	14	5	23	3	0	3	1	12	6	0	1	19	24	2	6	2
ENSBTAG00000006872	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSBTAG00000052213	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSBTAG00000014727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000014724	5	1	6	0	0	0	1	1	0	4	6	0	2	1	0	0	4	0
ENSBTAG00000042702	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000042475	2	6	2	1	6	0	4	16	8	9	0	0	0	6	0	3	8	8
ENSBTAG00000044788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000050812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000044311	0	1	9	35	3	0	3	0	0	5	3	1	17	70	13	7	28	0
ENSBTAG00000005122	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSBTAG00000001265	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSBTAG00000017531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ENSBTAG00000000522	0	0	1	1	1	1	0	0	0	1	6	9	0	1	3	0	0	0
ENSBTAG00000003151	0	0	1	0	0	0	0	4	5	0	0	0	1	0	0	0	0	1
ENSBTAG00000003143	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
ENSBTAG00000003140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000014915	0	0	0	0	0	0	0	6	0	2	0	6	0	2	0	0	0	0
ENSBTAG00000011305	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000043831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSBTAG00000001697	0	2	1	0	0	0	2	0	0	0	0	0	3	5	7	0	0	6
ENSBTAG00000007666	0	1	0	0	0	0	1	0	0	0	7	0	0	0	0	0	2	0
ENSBTAG00000001749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSBTAG00000001535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000051908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000029106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSBTAG00000017115	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSBTAG00000017103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000019625	2	0	0	1	1	0	0	0	0	0	2	0	0	1	2	0	0	0
ENSBTAG00000007296	3	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0
ENSBTAG00000005212	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSBTAG00000053175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000050932	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSBTAG00000048837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000019014	0	0	0	0	7	0	0	0	9	0	0	0	0	3	0	1	0	0
ENSBTAG00000050833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000048858	0	2	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1
ENSBTAG00000005313	0	0	0	1	0	2	0	0	0	2	0	0	0	6	5	0	0	0
ENSBTAG00000008343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000050376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002878	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0
ENSBTAG00000000476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040199	0	0	3	0	0	0	0	0	0	0	0	0	0	3	1	0	0	2
ENSBTAG00000012284	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSBTAG00000012273	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSBTAG00000012881	2	2	8	0	0	1	3	13	0	6	7	0	3	9	21	1	3	9
ENSBTAG00000042094	543	351	946	253	381	318	306	418	706	493	311	225	468	580	1189	354	398	547
ENSBTAG00000005660	1	5	3	0	1	2	0	1	0	2	8	2	0	7	9	1	0	0
ENSBTAG00000005658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000051586	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ENSBTAG00000005652	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSBTAG00000040399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040245	24	12	19	19	31	3	8	16	13	35	26	21	21	27	31	13	11	44
ENSBTAG00000006920	0	0	3	0	1	0	0	0	0	0	0	0	2	0	0	2	1	2
ENSBTAG00000020106	0	0	2	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0
ENSBTAG00000019336	0	1	3	0	0	1	0	0	4	9	0	0	0	1	2	0	2	0
ENSBTAG00000011414	0	0	0	0	2	0	0	0	0	3	0	0	2	0	7	0	1	0
ENSBTAG00000040304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000016624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000039011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000017666	0	0	0	0	0	0	0	0	0	0	0	8	0	1	2	0	0	0
ENSBTAG00000033308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000052825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000014460	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0
ENSBTAG00000014459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000014451	0	1	0	0	0	0	2	0	0	0	0	0	0	2	6	1	0	0
ENSBTAG00000014449	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	0
ENSBTAG00000017450	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000037951	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000042699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000046222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000049281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000047590	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0
ENSBTAG00000010394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000032217	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000010397	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
